,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,nuVC_air,nuVC_air_err,nuVC_air_vary,n_nuVC_air,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,eta_air,eta_air_err,eta_air_vary,y_air_296,y_air_296_err,y_air_296_vary
0,7,3,253.5155,13153.62655,0.0,False,0.00251,0.0,False,1.0000000000000001e-24,0.046,0.0,False,0.67,-0.0074,0.0,False,0.0,0,0,False,1,0.102856423,0.0,False,0.67,0,0,False,0,0,0,False,0,0,False
1,7,2,246.7175,13153.81379,0.0,False,0.0125,0.0,False,1.0000000000000001e-24,0.046,0.0,False,0.67,-0.0074,0.0,False,0.0,0,0,False,1,0.101222799,0.0,False,0.67,0,0,False,0,0,0,False,0,0,False
2,7,1,2701.49,13154.09,0.0,False,0.00013700000000000005,0.0,False,1.0000000000000001e-24,0.02,0.0,False,0.63,-0.01,0.0,False,5e-05,0,0,False,1,0.1,0.0,False,0.63,0,0,False,0,0,0,False,0,0,False
3,7,1,345.85,13154.18,0.0,False,4.37,0.0,False,1.0000000000000001e-24,0.04,0.0,False,0.8,-0.007977,0.0,False,2.5e-05,0,0,False,1,0.1,0.0,False,0.8,0,0,False,0,0,0,False,0,0,False
4,7,3,336.4128,13154.29624,0.0,False,0.00176,0.0,False,1.0000000000000001e-24,0.0446,0.0,False,0.65,-0.0073,0.0,False,0.0,0,0,False,1,0.109090145,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
5,7,2,327.4452,13154.41367,0.0,False,0.008850000000000002,0.0,False,1.0000000000000001e-24,0.0446,0.0,False,0.65,-0.0073,0.0,False,0.0,0,0,False,1,0.107357514,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
6,7,1,2462.41,13154.64,0.0,False,0.000405,0.0,False,1.0000000000000001e-24,0.02,0.0,False,0.63,-0.0105,0.0,False,5e-05,0,0,False,1,0.1,0.0,False,0.63,0,0,False,0,0,0,False,0,0,False
7,7,3,292.5252,13155.05735,0.0,False,0.00222,0.0,False,1.0000000000000001e-24,0.0453,0.0,False,0.66,-0.0074,0.0,False,0.0,0,0,False,1,0.105973284,0.0,False,0.66,0,0,False,0,0,0,False,0,0,False
8,7,2,284.6808,13155.20717,0.0,False,0.0111,0.0,False,1.0000000000000001e-24,0.0453,0.0,False,0.66,-0.0074,0.0,False,0.0,0,0,False,1,0.104290156,0.0,False,0.66,0,0,False,0,0,0,False,0,0,False
9,7,3,380.9887,13155.5309,0.0,False,0.0015100000000000005,0.0,False,1.0000000000000001e-24,0.0439,0.0,False,0.65,-0.0073,0.0,False,0.0,0,0,False,1,0.109090145,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
10,7,2,370.8258,13155.61648,0.0,False,0.007640000000000002,0.0,False,1.0000000000000001e-24,0.0439,0.0,False,0.65,-0.0073,0.0,False,0.0,0,0,False,1,0.107357514,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
11,7,1,343.9694,13156.05888,0.0,False,5.880000000000001e-05,0.0,False,1.0000000000000001e-24,0.0458,0.0,False,0.67,-0.0074,0.0,False,0.0,0,0,False,1,0.104550816,0.0,False,0.67,0,0,False,0,0,0,False,0,0,False
12,7,1,343.75,13156.279976686055,5.007791896561726e-06,True,4.8029999039775655,0.0005680534836542223,True,1.0000000000000001e-24,0.0401562396951133,3.922187127389415e-05,True,0.81,-0.007655034174520915,5.713720699696101e-05,True,2.4e-05,0,0,False,1,0.07804549609788411,0.0008023296717386873,True,0.81,0,0,False,0,0,0,False,0,0,False
13,7,3,334.3142,13156.39485,0.0,False,0.0019300000000000003,0.0,False,1.0000000000000001e-24,0.0446,0.0,False,0.65,-0.0074,0.0,False,0.0,0,0,False,1,0.109090145,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
14,7,2,325.349,13156.50987,0.0,False,0.0097,0.0,False,1.0000000000000001e-24,0.0446,0.0,False,0.65,-0.0074,0.0,False,0.0,0,0,False,1,0.107357514,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
15,7,1,440.56,13156.619980849735,7.649377873992841e-06,True,3.1220803412228317,0.0005663613459281813,True,1.0000000000000001e-24,0.03996104514814716,6.026908110906536e-05,True,0.8,-0.008118962007179558,8.720451313664754e-05,True,2.8000000000000006e-05,0,0,False,1,0.09844062048665747,0.0012069610469620528,True,0.8,0,0,False,0,0,0,False,0,0,False
16,7,3,428.3404,13156.67179,0.0,False,0.00127,0.0,False,1.0000000000000001e-24,0.0433,0.0,False,0.65,-0.0075,0.0,False,0.0,0,0,False,1,0.109090145,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
17,7,2,416.908,13156.72817,0.0,False,0.006490000000000001,0.0,False,1.0000000000000001e-24,0.0433,0.0,False,0.65,-0.0075,0.0,False,0.0,0,0,False,1,0.107357514,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
18,7,1,2460.08,13156.98,0.0,False,0.000423,0.0,False,1.0000000000000001e-24,0.02,0.0,False,0.63,-0.01,0.0,False,5e-05,0,0,False,1,0.1,0.0,False,0.63,0,0,False,0,0,0,False,0,0,False
19,7,1,2232.08,13157.11,0.0,False,0.00118,0.0,False,1.0000000000000001e-24,0.02,0.0,False,0.63,-0.0105,0.0,False,5e-05,0,0,False,1,0.1,0.0,False,0.63,0,0,False,0,0,0,False,0,0,False
20,7,3,378.8809,13157.63875,0.0,False,0.0016500000000000002,0.0,False,1.0000000000000001e-24,0.0439,0.0,False,0.65,-0.0075,0.0,False,0.0,0,0,False,1,0.109090145,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
