Segment Number,Wavenumber (cm-1),Wavenumber + Noise (cm-1),Alpha (ppm/cm),Alpha + Noise (ppm/cm),Noise (%),Pressure (Torr),Temperature (C)
0,13155.0,13155.000106036074,2.264961478377622e-06,-5.7925616926671365e-06,-0.0022075513341313544,40.00000000000001,25.0
0,13155.005,13155.005090613666,2.7343442384254257e-06,7.732855350803166e-06,0.0013694617614570415,40.00000000000001,25.0
0,13155.009999999998,13155.010004855927,3.473235033159837e-06,2.8875665896814554e-05,0.006959603956803684,40.00000000000001,25.0
0,13155.014999999998,13155.015013439894,4.782203497499881e-06,2.436872718204204e-05,0.0053661969780224705,40.00000000000001,25.0
0,13155.019999999997,13155.020002620613,7.361438536461381e-06,2.4345798133505147e-05,0.004653271841967175,40.00000000000001,25.0
0,13155.024999999996,13155.025058821493,1.2686061436086844e-05,3.602717675071267e-05,0.006394857223381085,40.00000000000001,25.0
0,13155.029999999995,13155.02999130233,2.3329886822036578e-05,1.4765520799111868e-05,-0.0023464130649772925,40.00000000000001,25.0
0,13155.034999999994,13155.035003954657,4.2572788395416766e-05,5.5308170453401556e-05,0.0034891627434354006,40.00000000000001,25.0
0,13155.039999999994,13155.039957462566,7.240871072481966e-05,6.74362018870217e-05,-0.001362337815956601,40.00000000000001,25.0
0,13155.044999999993,13155.045005242495,0.00011016235989480288,6.600778644788807e-05,-0.01209720226074125,40.00000000000001,25.0
0,13155.049999999992,13155.050049620522,0.00014640046947837505,0.00019372180943423085,0.012964813744232492,40.00000000000001,25.0
0,13155.054999999991,13155.05500435198,0.00016783879800731568,0.0001252322902931067,-0.011673072599428139,40.00000000000001,25.0
0,13155.05999999999,13155.060042957226,0.00016515231509591863,0.00016829500949558818,0.0008610163529766308,40.00000000000001,25.0
0,13155.06499999999,13155.064988081858,0.0001395983532827207,0.0001452426515369429,0.0015463906062497719,40.00000000000001,25.0
0,13155.069999999989,13155.069918512363,0.00010207922151298459,0.00013307169453852013,0.008491129807905949,40.00000000000001,25.0
0,13155.074999999988,13155.074980802348,6.561329097960727e-05,0.0001222589747567618,0.015519440917577437,40.00000000000001,25.0
0,13155.079999999987,13155.080070853091,3.820554690633089e-05,2.1837337636172294e-05,-0.004484462712006651,40.00000000000001,25.0
0,13155.084999999986,13155.084984929885,2.1243089368911092e-05,1.969634748323092e-05,-0.0004237669617334005,40.00000000000001,25.0
0,13155.089999999986,13155.090052684518,1.2196381623982594e-05,4.4172981754035025e-05,0.008760754983833227,40.00000000000001,25.0
0,13155.094999999985,13155.095064341665,7.83797997082053e-06,3.569623061923077e-05,0.007632434568288018,40.00000000000001,25.0
0,13155.099999999984,13155.099997766501,5.841448510686287e-06,-1.3748245305645925e-05,-0.005367065511505272,40.00000000000001,25.0
0,13155.104999999983,13155.105071281954,4.9401773755950215e-06,4.9028783093431794e-05,0.012079128822385014,40.00000000000001,25.0
0,13155.109999999982,13155.109857081998,4.554618905768333e-06,-8.924598663464245e-06,-0.0036929542858699506,40.00000000000001,25.0
0,13155.114999999982,13155.114954061655,4.444741993994135e-06,3.013410962505281e-05,0.0070382171522295695,40.00000000000001,25.0
0,13155.11999999998,13155.119970768399,4.5162293620641785e-06,1.2386143557336164e-05,0.0021561513646903108,40.00000000000001,25.0
0,13155.12499999998,13155.12490039155,4.73627536018033e-06,-2.9299059255523064e-05,-0.009324794573164218,40.00000000000001,25.0
0,13155.12999999998,13155.130008399246,5.102396691307477e-06,1.17029081088032e-05,0.001808368089837291,40.00000000000001,25.0
0,13155.134999999978,13155.134981170695,5.633411380497321e-06,-9.739344031151289e-06,-0.004211734300710629,40.00000000000001,25.0
