Wavenumber,Alpha,Stats,Pressure,Temperature,Segment,Chunk,Baseline,Baseline + Etalons,Background Corrected Alpha
6358.972665,1.968433889,0.035118555,108.3872919,23.08796665,0,23.0,1.9709704706807047,1.966366726293588,0.0020671627064119
6358.979439,1.970603842,0.040153943,108.3872919,23.08796665,0,23.0,1.9709486206555504,1.96949072404776,0.0011131179522401
6358.986212,1.966902472,0.045057398,108.3872919,23.08796665,0,23.0,1.970926771240428,1.968253967864023,-0.001351495864023
6358.992986,1.969213528,0.038765237,108.3872919,23.08796665,0,23.0,1.9709049159834224,1.9681403869669871,0.0010731410330129
6358.999759,1.969060805,0.043831902,108.3872919,23.08796665,0,23.0,1.9708830613372248,1.968719834483124,0.0003409705168759
6359.006533,1.96911404,0.041546617,108.3872919,23.08796665,0,23.0,1.970861200848374,1.9671040901639527,0.0020099498360472
6359.013307,1.971368092,0.044428059,108.3872919,23.08796665,0,23.0,1.970839337743404,1.970289250548432,0.0010788414515681
6359.02008,1.967966231,0.037619505,108.3872919,23.08796665,0,23.0,1.9708174752504,1.9689504849571096,-0.0009842539571096
6359.026854,1.970647224,0.04502565,108.3872919,23.08796665,0,23.0,1.9707956069135848,1.9690486838326609,0.001598540167339
6359.033628,1.969614481,0.038951968,108.3872919,23.08796665,0,23.0,1.9707737359606496,1.969482430708713,0.0001320502912869
6359.040401,1.969853145,0.039399811,108.3872919,23.08796665,0,23.0,1.97075186562084,1.967988975182693,0.0018641698173071
6359.047175,1.971944315,0.045034624,108.3872919,23.08796665,0,23.0,1.97072998943606,1.9712083041915047,0.0007360108084952
6359.053948,1.968489726,0.035716263,108.3872919,23.08796665,0,23.0,1.9707081138651743,1.969767139528432,-0.0012774135284319
6359.060722,1.971438594,0.0449901,108.3872919,23.08796665,0,23.0,1.970686232448544,1.9700612751559208,0.0013773188440793
6359.067496,1.970523647,0.048536695,108.3872919,23.08796665,0,23.0,1.9706643484157995,1.9703314527113809,0.0001921942886191
6359.074269,1.970903837,0.037330685,108.3872919,23.08796665,0,23.0,1.970642464998108,1.9689601093240408,0.0019437276759592
6359.081043,1.972742939,0.038690517,108.3872919,23.08796665,0,23.0,1.970620575733512,1.9721852114547205,0.0005577275452794
6359.087816,1.969301483,0.037155548,108.3872919,23.08796665,0,23.0,1.970598687084745,1.9706409049951537,-0.0013394219951536
6359.09459,1.972123514,0.044936062,108.3872919,23.08796665,0,23.0,1.9705767925883049,1.971112923010343,0.0010105909896569
6359.101364,1.970513814,0.042243545,108.3872919,23.08796665,0,23.0,1.9705548954757448,1.9712016949198028,-0.0006878809198027
6359.108137,1.971527476,0.042684156,108.3872919,23.08796665,0,23.0,1.970532998980172,1.9699512207462493,0.0015762552537506
6359.114911,1.973382909,0.043446188,108.3872919,23.08796665,0,23.0,1.9705110966357664,1.9731532187523624,0.0002296902476375
6359.121684,1.970334503,0.04101929,108.3872919,23.08796665,0,23.0,1.9704891949091177,1.9715054177145213,-0.0011709147145213
6359.128458,1.973364301,0.041653828,108.3872919,23.08796665,0,23.0,1.970467287332862,1.9721359194861607,0.0012283815138391
6359.135232,1.971574109,0.035955546,108.3872919,23.08796665,0,23.0,1.9704453771404924,1.9720266883962496,-0.0004525793962495
6359.142005,1.972294469,0.041399113,108.3872919,23.08796665,0,23.0,1.970423467567037,1.970895201941999,0.0013992670580009
6359.148779,1.973613382,0.035507345,108.3872919,23.08796665,0,23.0,1.970401552142817,1.9740456877126231,-0.0004323057126232
6359.155552,1.970927961,0.041063528,108.3872919,23.08796665,0,23.0,1.9703796373382865,1.9722951880232185,-0.0013672270232185
6359.162326,1.974418056,0.043990365,108.3872919,23.08796665,0,23.0,1.9703577166822213,1.973064315627536,0.0013537403724639
6359.162326,1.973875269,0.042123898,108.3897798,23.08330409,0,23.0,1.9703577166822213,1.973064315627536,0.000810953372464
6359.1691,1.973070691,0.037817009,108.3897798,23.08330409,0,23.0,1.9703357934100365,1.9727425853173768,0.0003281056826232
6359.175873,1.972838984,0.036704861,108.3897798,23.08330409,0,23.0,1.9703138707587,1.971728323675274,0.0011106603247259
6359.182647,1.9747032,0.038151068,108.3897798,23.08330409,0,23.0,1.9702919422546696,1.974800286160581,-9.708616058090592e-05
6359.189421,1.971687494,0.041994408,108.3897798,23.08330409,0,23.0,1.97027001113452,1.9729494715456453,-0.0012619775456452
6359.196194,1.974554201,0.040147779,108.3897798,23.08330409,0,23.0,1.970248080636377,1.973838039827257,0.0007161611727428
6359.202968,1.973179386,0.043727817,108.3897798,23.08330409,0,23.0,1.9702261442843825,1.973292215241896,-0.0001128292418959
6359.209741,1.973800047,0.043431618,108.3897798,23.08330409,0,23.0,1.970204208555164,1.972394233273158,0.0014058137268417
6359.216515,1.975611994,0.037278807,108.3897798,23.08330409,0,23.0,1.9701822669713187,1.975362910791708,0.0002490832082922
6359.223289,1.972457715,0.0422594,108.3897798,23.08330409,0,23.0,1.97016032277136,1.9734172591505312,-0.0009595441505312
6359.230062,1.975398623,0.044327066,108.3897798,23.08330409,0,23.0,1.9701383791953349,1.9744066464175225,0.0009919765824775
6359.236836,1.973741667,0.045855933,108.3897798,23.08330409,0,23.0,1.970116429763525,1.973628721927392,0.000112945072608
6359.243609,1.974115482,0.034244706,108.3897798,23.08330409,0,23.0,1.9700944809564247,1.9728474854653968,0.0012679965346031
6359.250383,1.975541601,0.042159677,108.3897798,23.08330409,0,23.0,1.97007252629277,1.9756910943955948,-0.0001494933955947
6359.257157,1.972690475,0.043286638,108.3897798,23.08330409,0,23.0,1.9700505690129952,1.973658782945138,-0.0009683079451379
6359.26393,1.975803835,0.04639469,108.3897798,23.08330409,0,23.0,1.970028612359089,1.974732458513139,0.001071376486861
6359.270704,1.973881349,0.039158818,108.3897798,23.08330409,0,23.0,1.970006649847469,1.9737185513200035,0.0001627976799964
6359.277477,1.974584673,0.037413547,108.3897798,23.08330409,0,23.0,1.969984687962488,1.9730563834170631,0.0015282895829369
6359.284251,1.975553714,0.042307126,108.3897798,23.08330409,0,23.0,1.9699627202190173,1.975756682956472,-0.0002029689564722
